step,time_s,coverage_cost_m2,weighted_fraction_within_0_25m,weighted_fraction_within_0_35m,weighted_fraction_within_0_50m,weighted_rms_distance_m,minimum_simulator_collision_center_pair_distance_m,minimum_reference_point_boundary_clearance_m,minimum_conservative_body_boundary_clearance_m,centroid_residual_mean_m,centroid_residual_max_m,cell_mass_min,cell_mass_max,voronoi_edges,voronoi_degree_mean,barrier_intervention_mean,barrier_intervention_max,global_actuator_scale,control_compute_ms
610.0,20.130000000000003,0.08254252186393476,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554449,0.5174606286685003,0.5440986763997817,0.4890986763997817,8.360072037152392e-08,3.4309720430773323e-07,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7294127592390286e-08,4.587368641012424e-08,1.0,2.4799469974823296
620.0,20.46,0.08254252186392869,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.28730214385543434,0.5174766968168902,0.5440987208388408,0.4890987208388408,6.304628004584299e-08,2.5841895086354846e-07,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7269216600216622e-08,4.583266961794669e-08,1.0,2.2309470004984178
630.0,20.790000000000003,0.08254252186392518,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.28730214385542824,0.5174901507504797,0.5440987542945546,0.48909875429455457,4.7581169488657515e-08,1.9470785503207298e-07,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7248338726038892e-08,4.579827981393427e-08,1.0,2.407397001661593
640.0,21.12,0.0825425218639232,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554248,0.5175014057874058,0.5440987794790613,0.4890987794790613,3.5945236782785205e-08,1.4677220177817944e-07,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7230850859758108e-08,4.576945849312493e-08,1.0,2.7009959994757082
650.0,21.45,0.08254252186392212,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554229,0.5175108118985215,0.5440987984356991,0.4890987984356991,2.7190354834755877e-08,1.1070581157894193e-07,0.061861045520764615,0.1778827008055005,13.0,3.25,2.721621828704277e-08,4.5745323907428604e-08,1.0,2.254696999443695
660.0,21.78,0.08254252186392147,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554218,0.5175186637731408,0.5440988127035882,0.4890988127035882,2.060316122798644e-08,8.356972537886711e-08,0.061861045520764615,0.1778827008055005,13.0,3.25,2.720398701257359e-08,4.572513584334317e-08,1.0,2.2947170000406913
670.0,22.11,0.08254252186392115,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.28730214385542124,0.5175252095330253,0.5440988234418401,0.48909882344184014,1.5646927948498747e-08,6.315270714789925e-08,0.061861045520764615,0.1778827008055005,13.0,3.25,2.719377474299655e-08,4.570826507873889e-08,1.0,2.3100469989003614
680.0,22.44,0.08254252186392091,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554208,0.5175306578922597,0.5440988315232478,0.4890988315232478,1.1917825183158656e-08,4.77910505362367e-08,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7185258114712403e-08,4.5694188201483885e-08,1.0,2.330426999833435
690.0,22.77,0.08254252186392078,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554206,0.5175351846660279,0.5440988376049258,0.48909883760492584,9.112014191611944e-09,3.6233002791059665e-08,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7178176242172103e-08,4.5682476067279064e-08,1.0,2.3008770003798418
700.0,23.1,0.08254252186392073,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554205,0.5175389374346521,0.5440988421815551,0.48909884218155514,7.0008887904100405e-09,2.753675971688392e-08,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7172301045979777e-08,4.567276423110061e-08,1.0,2.401576999545796
710.0,23.43,0.08254252186392069,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554204,0.5175420396973796,0.5440988456255014,0.4890988456255014,5.412446878541532e-09,2.0993718394823483e-08,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7167442845929283e-08,4.5664775294651406e-08,1.0,2.298056999279652
720.0,23.76,0.08254252186392069,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438554204,0.5175445949655397,0.5440988482170379,0.4890988482170379,4.217274735834102e-09,1.6070732896219637e-08,0.061861045520764615,0.1778827008055005,13.0,3.25,2.7163351078529198e-08,4.565832892431393e-08,1.0,2.286836999701336
730.0,24.09,0.0825425219354503,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021439799054,0.5196266400471935,0.5440889417039092,0.4890889417039092,5.998640599037664e-06,1.83924279674146e-05,0.061861045520764615,0.1778827008055005,13.0,3.25,0.0004310132707163524,0.0017960094137106902,0.9679763122974359,2.120936998835532
740.0,24.42,0.08254252194865974,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.28730214400289417,0.518720820997278,0.5440911646592623,0.48909116465926233,7.308229289857434e-06,1.4112304151883e-05,0.061861045520764615,0.1778827008055005,13.0,3.25,6.87555779155892e-05,0.00028964459773357795,1.0,2.500335998774972
750.0,24.75,0.08254252193220804,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021439742628,0.5179469617503804,0.5440930492548892,0.4890930492548892,6.3820859949878675e-06,1.0850161558877605e-05,0.061861045520764615,0.1778827008055005,13.0,3.25,4.747000731538635e-05,0.00012680751544808124,1.0,2.2906769991095643
760.0,25.080000000000002,0.08254252193154603,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021439731107,0.5192633288800004,0.5440943195807175,0.48909431958071753,6.884269794878538e-06,1.0816780794154515e-05,0.061861045520764615,0.1778827008055005,13.0,3.25,3.991304525076306e-05,0.00011205664864744103,1.0,2.120747001754353
770.0,25.41,0.08254252190847354,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.287302143932957,0.5177494243106096,0.5440952366666777,0.4890952366666777,5.537410089625126e-06,8.47596940708074e-06,0.061861045520764615,0.1778827008055005,13.0,3.25,4.666459318134085e-05,0.00015456759471824068,1.0,2.079986999888206
780.0,25.740000000000002,0.08254252189162985,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.28730214390364345,0.5164444537077757,0.5440959179204484,0.48909591792044843,4.341746643524976e-06,6.799477763713794e-06,0.061861045520764615,0.1778827008055005,13.0,3.25,1.6109656359132678e-06,5.895566768486608e-06,1.0,2.1931269984634127
790.0,26.07,0.08254252188129126,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438856509,0.5153303300218911,0.5440966433827267,0.4890966433827267,3.3976954763179497e-06,5.576039401411506e-06,0.061861045520764615,0.1778827008055005,13.0,3.25,1.853682327945141e-06,5.321894003795992e-06,1.0,2.3723470003460534
800.0,26.400000000000002,0.08254252187449293,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438738196,0.5144115878379142,0.5440972002755475,0.48909720027554754,2.6273013893918363e-06,4.461809736202686e-06,0.061861045520764615,0.1778827008055005,13.0,3.25,2.620242411867866e-07,7.822313424275648e-07,1.0,2.1754769986728206
810.0,26.73,0.08254252187021385,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.2873021438663726,0.5136560293557325,0.5440976172837895,0.4890976172837895,2.014655166776969e-06,3.497932311661476e-06,0.061861045520764615,0.1778827008055005,13.0,3.25,1.257670036162619e-07,4.2649114941151136e-07,1.0,2.1400869991339277
820.0,27.060000000000002,0.08254252186758297,0.4462303180366216,0.7590961126540202,0.9863477722191063,0.287302143861794,0.5130197396868255,0.54409789607553,0.48909789607553006,1.5377224623046804e-06,2.6530604847337447e-06,0.061861045520764615,0.1778827008055005,13.0,3.25,6.514316602775042e-06,1.47458380553172e-05,1.0,2.1469669991347473
